"10001751" "Male" "White" -0.79 "center" 26 26.8824 43.5527 38.6677 66.8062 70.0931 87.4083 111.4522 119.7698 130.1327 38.7756 61.4658 62.0645 100.1989 108.4556 118.4045 129.2894 136.9877 136.7092 . 25.7948 30.5035 35.4252 45.4586 53.2202 62.6056 75.7657 79.0347 14 15 15 18 5.5547 8.4665 7.5616 6.3005 7.1957 96 94 101 110 112 113 117 120 119 435 448 470 489 496 502 516 528 534
"10001826" "Male" "Hispanic" -1.14 "center" 32 17.3621 27.6869 . . . . . . . 43.5631 56.6566 . . . . . . . . 20.4322 . . . . . . . 15 15 . . . . . . . 70 81 . . . . . . . 403 435 . . . . . . .
"10001859" "Female" "Asian" 0.3595 "relative" 12 . . . 35.3182 . 60.5921 68.8618 81.7017 75.7331 . . . 64.3315 . 91.509 108.7266 123.106 132.8875 . . . 25.9543 . 30.5619 41.7535 43.3141 58.9451 . . . 6 . 6.6938 7.307 8.1003 8.3391 . . . 48 . 99 54 74 53 . . . 403 . 489 435 470 448
"10001938" "Female" "Hispanic" -0.521 "center" 27 34.1822 55.0627 62.411 63.8353 66.0045 95.9437 102.4315 105.6362 114.0059 52.2362 67.3604 73.7216 95.508 103.5756 110.1577 117.1423 130.3532 143.7123 . 29.7635 33.6378 42.2202 48.4849 47.728 54.9851 61.9386 72.2932 15 15 17 18 6.5876 5.9755 6.8551 7.9996 8.74839999999999 81 123 112 118 109 120 103 102 108 403 489 483 496 489 509 496 502 516
"10002058" "Female" "Black" . . 10 40.452 42.3726 56.377 67.6548 64.5976 82.5208 76.8674 79.9169 86.9344 58.4002 82.1003 83.0771 91.8389 105.389 108.4502 109.6917 107.0111 125.2339 . 25.9841 26.2714 34.7704 35.4076 48.3878 37.698 47.8806 54.6343 6 10 16 14 3.875 6.9047 6.8971 7.5629 7.1589 86 88 84 79 75 70 64 59 53 426 448 448 448 448 448 448 448 448
"10002091" "Female" "White" -0.331 "center" 24 23.69 32.3207 46.3444 63.6673 67.6736 70.9806 75.9427 79.7804 98.699 45.277 58.6967 87.2345 83.5213 102.9737 108.1264 114.4093 115.2757 139.4636 . 21.8608 26.5332 43.0974 40.0976 44.5838 57.1047 58.5999 71.1041 14 6 14 17 7.7632 7.8048 6.8055 8.6127 8.8648 78 99 94 108 77 91 90 76 115 403 462 462 489 448 476 483 470 528
"10002203" "Female" "White" 1.266 "center" 10 31.2767 42.1007 . 68.0927 . 95.1099 112.311 120.5951 128.5587 61.4018 73.0828 . 109.1708 . 114.7503 120.8403 139.9408 139.0575 . 35.1627 . 45.1421 . 63.4812 78.5394 73.3542 82.5001 15 16 . 17 . 6.8886 8.85 7.1043 8.0291 101 114 . 61 . 110 119 113 107 435 476 . 403 . 496 516 516 516
"10002242" "Female" "White" . . 16 27.9202 . . . . . . . . 44.1673 . . . . . . . . . . . . . . . . . 14 . . . . . . . . . . . . . . . . . 403 . . . . . . . .
"10002324" "Female" "other" 0.215 "relative" 12 29.861 28.8357 42.1007 52.2618 56.7195 58.0905 63.7906 87.0902 82.1382 42.866 54.3283 57.0519 59.4826 73.4216 88.7103 101.8497 98.5101 111.7782 . 20.8361 19.6944 19.0708 18.6102 23.7515 32.8977 33.3193 34.2638 14 7 6 16 6.9417 6.8552 7.9174 7.5617 7.0622 77 68 60 52 46 81 86 95 80 403 403 403 403 403 462 476 496 483
"10002392" "Female" "Hispanic" 0.0448 "center" . . 61.2752 . 81.3400999999999 . 100.5691 112.1322 116.8149 . . 76.4583 . 104.3166 . 108.6827 122.4717 124.0479 . . 35.3608 . 34.5853 . 49.3481 65.6822 74.7582 . . 14 . 16 . 8.3344 9.0813 8.539 . . 127 . 109 . 116 119 122 . . 496 . 483 . 502 516 528 .
"10002533" "Male" "White" -0.978 "non-relative" 24 41.6661 59.5894 . 70.2102 . 100.6908 109.7162 122.9951 142.3413 60.4405 75.528 . 104.0569 . 124.2121 124.586 144.5123 149.7498 . 35.1662 . 46.5593 . 52.1677 60.6183 75.3174 81.3412 15 15 . 16 . 6.7061 7.4536 7.6782 8.005 76 108 . 119 . 111 105 119 114 403 476 . 502 . 502 502 528 528
"10002549" "Male" "Black" -0.686 "none" 25 26.8432 43.863 . 63.3525 . 70.749 80.5889 79.9788 80.3953 47.3001 70.3862 . 74.4392 . 90.0654 105.4105 111.8374 120.1803 . 29.429 . 33.1726 . 40.7319 44.0475 65.0611 58.0824 15 17 . 17 . 6.4913 7.0753 7.2781 7.5532 75 106 . 97 . 95 85 76 86 403 476 . 476 . 483 476 470 489
"10002552" "Female" "Hispanic" -0.734 "none" 16 28.6286 41.9997 . 56.5964 . 71.0628 96.3253 97.4012999999999 114.8347 42.8617 69.729 . 81.0874 . 99.0854 110.0162 113.0276 133.2968 . 29.9574 . 27.7783 . 31.4607 48.2154 53.7757 71.6972 14 15 . 18 . 6.7006 7.0404 7.054 7.5997 81 105 . 93 . 94 102 106 107 403 462 . 462 . 476 496 509 516
"10002610" "Male" "White" 0.6137 "center" 3 . 53.2751 60.1319 82.0458 85.1387 105.1553 121.4282 134.4548 142.6448 . 83.1573 97.7038 114.6268 116.3603 138.1253 130.6845 148.2232 156.8242 . 45.3016 45.689 48.9004 54.1793 53.4784 79.8517 81.836 87.1862 . 15 18 17 4 7.7984 8.6806 8.0317 8.4315 . 95 105 106 102 79 104 94 105 . 462 483 489 489 462 502 496 516
"10002622" "Male" "Black" . . . 30.2206 54.6433 . 74.8695 . 87.9024999999999 111.3985 119.935 112.9774 47.9859 49.7097 . 84.2635 . 106.2021 113.3608 122.749 131.1979 . 27.13 . 39.144 . 37.5332 60.1705 65.4627 64.119 14 17 . 17 . 6.3589 8.1353 7.1261 8.5197 71 88 . 91 . 104 88 84 74 403 448 . 470 . 496 483 483 476
"10002744" "Female" "Black" -0.453 "none" . 23.276 . . . . . . . . 44.5729 . . . . . . . . . . . . . . . . . 6 . . . . . . . . 81 . . . . . . . . 403 . . . . . . . .
"10002902" "Female" "White" -0.518 "none" 15 30.2673 52.6362 52.6737 65.6055 73.7843 84.4595 103.5207 117.2107 122.9025 53.9401 68.1848 71.2328 85.4726999999999 82.8296 109.372 120.1719 122.0744 143.0278 . 36.8708 36.6945 46.6732 41.0006 52.6877 55.9968 64.7271 82.3108 15 17 18 16 7.504 6.4642 6.9564 7.3812 7.7234 94 89 86 80 90 115 85 105 110 448 448 448 448 470 509 476 509 522
