"id","Sex","Race","SES","PreK","District_Poverty","Math_0","Math_0.5","Math_1","Math_1.5","Math_2","Math_2.5","Math_3.5","Math_4.5","Math_5.5","Reading_0","Reading_0.5","Reading_1","Reading_1.5","Reading_2","Reading_2.5","Reading_3.5","Reading_4.5","Reading_5.5","Science_0.5","Science_1","Science_1.5","Science_2","Science_2.5","Science_3.5","Science_4.5","Science_5.5","DCCS_0","DCCS_0.5","DCCS_1","DCCS_1.5","DCCS_2","DCCS_2.5","DCCS_3.5","DCCS_4.5","DCCS_5.5","Numbers_Reversed_0","Numbers_Reversed_0.5","Numbers_Reversed_1","Numbers_Reversed_1.5","Numbers_Reversed_2","Numbers_Reversed_2.5","Numbers_Reversed_3.5","Numbers_Reversed_4.5","Numbers_Reversed_5.5","Numbers_Reversed_(W-ability)_0","Numbers_Reversed_(W-ability)_0.5","Numbers_Reversed_(W-ability)_1","Numbers_Reversed_(W-ability)_1.5","Numbers_Reversed_(W-ability)_2","Numbers_Reversed_(W-ability)_2.5","Numbers_Reversed_(W-ability)_3.5","Numbers_Reversed_(W-ability)_4.5","Numbers_Reversed_(W-ability)_5.5"
"10012859","Female","White",0.947,"center",NA,45.921,67.8318,70.9155,86.9392,92.7398,99.56,111.0366,110.3726,134.6707,56.7112,74.5878,81.2685999999999,104.8121,119.5013,121.693,134.4196,141.4275,155.0776,36.8131,51.7358,51.0861,55.0372,58.7062,67.0341,70.663,81.6118,15,14,10,15,7.6976,8.4255,8.2204,7.2453,9.1256,98,108,102,117,103,116,99,114,118,448,476,476,502,489,509,496,522,534
"10012867","Female","Asian",NA,NA,27,29.6384,50.6907,50.8897,64.9425,70.7292,91.3459,100.1469,114.8529,123.4617,42.9063,55.4184,55.4475,87.5087,100.0749,100.1691,129.0085,132.0653,133.8378,22.7378,25.715,32.2302,36.4997,48.9453,60.4848,65.4175,70.2111,7,15,17,16,7.0173,6.9397,7.02,7.2914,7.0579,NA,109,95,95,91,78,80,99,90,403,462,448,462,462,448,462,496,489
"10012891","Male","White",0.9357,"none",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10013005","Male","Black",0.5069,"relative",15,39.1882,56.4782,NA,74.398,NA,97.1426,NA,NA,NA,64.5302,78.5797,NA,114.0946,NA,130.6029,NA,NA,NA,47.6438,NA,48.2793,NA,61.4338,NA,NA,NA,14,18,NA,18,NA,7.3884,NA,NA,NA,111,116,NA,100,NA,93,NA,NA,NA,462,483,NA,476,NA,476,NA,NA,NA
"10013105","Female","Black",-0.409,"center",21,27.0179,47.8315,NA,59.8653,NA,79.2143,96.4806999999999,108.4574,112.9344,62.4461,73.5725,NA,103.8082,NA,125.1751,122.8708,136.9679,148.8841,34.2018,NA,41.607,NA,56.1882,62.4659,69.9261,80.2444,16,15,NA,15,NA,5.9926,7.3845,7.7376,6.6683,78,67,NA,102,NA,80,94,99,75,410,403,NA,483,NA,462,489,502,476
"10013160","Male","White",0.0541,"center",19,39.999,44.6193,NA,NA,NA,NA,NA,NA,NA,54.3084,66.7042,NA,NA,NA,NA,NA,NA,NA,48.8755,NA,NA,NA,NA,NA,NA,NA,17,14,NA,NA,NA,NA,NA,NA,NA,118,119,NA,NA,NA,NA,NA,NA,NA,476,489,NA,NA,NA,NA,NA,NA,NA
"10013185","Male","Asian",-0.543,"center",35,48.4708,53.617,NA,70.8703,NA,NA,NA,NA,NA,58.0003,68.1482,NA,98.7486,NA,NA,NA,NA,NA,30.9287,NA,43.6319,NA,NA,NA,NA,NA,14,15,NA,15,NA,NA,NA,NA,NA,119,104,NA,103,NA,NA,NA,NA,NA,483,470,NA,483,NA,NA,NA,NA,NA
"10013192","Male","Hispanic",-0.017,NA,NA,21.5976,NA,NA,NA,NA,NA,NA,NA,NA,38.7893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,NA
"10013294","Female","White",-0.678,"none",15,52.215,58.393,69.4721,70.0095,85.1244,91.4619999999999,110.0291,117.9306,125.8318,55.9717,73.2631,71.2328,93.3562,104.3583,123.1499,135.8634,138.8459,149.1372,44.0134,54.0668,59.4568,61.5972,66.3906,65.8901,77.3172,81.7363,16,17,18,18,7.2138,7.69,6.7638,6.725,8.588,106,101,101,97,109,105,74,94,105,470,470,476,476,496,496,462,496,516
"10013386","Male","Black",0.4623,"center",NA,34.1076,45.0075,NA,60.4831,NA,76.2368,88.1854,106.6009,120.8969,61.2161,61.0517,NA,80.826,NA,112.4672,127.1975,128.379,141.178,29.59,NA,38.2336,NA,45.1972,53.6501,60.4366,69.9395,6,15,NA,15,NA,6.8828,6.9028,8.3681,9.077,117,94,NA,105,NA,92,89,93,99,462,435,NA,476,NA,470,476,489,502
"10013399","Female","White",0.5551,"center",7,52.4395,59.4049,NA,NA,NA,NA,NA,NA,NA,65.6783,93.9595,NA,NA,NA,NA,NA,NA,NA,42.9417,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,119,138,NA,NA,NA,NA,NA,NA,NA,476,516,NA,NA,NA,NA,NA,NA,NA
"10013503","Female","White",0.0172,"relative",17,41.6896,46.1111,NA,85.5278,NA,100.8571,115.6481,125.5318,132.7685,56.799,63.7771,NA,84.2596,NA,107.1656,120.7541,115.7724,135.2839,38.3502,NA,46.4346,NA,52.9866,57.7495,56.8153,60.1897,15,15,NA,18,NA,7.3495,7.397,7.6059,7.6395,122,96,NA,121,NA,93,88,97,97,483,448,NA,502,NA,476,476,496,502
"10013536","Female","other",-1.03,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10013690","Female","Asian",1.393,"center",NA,48.5783,56.8694,63.9781,69.038,NA,103.9972,NA,NA,NA,82.8714,103.0301,98.4375,102.861,NA,119.1942,NA,NA,NA,32.3391,36.0444,44.4164,NA,50.1333,NA,NA,NA,15,15,15,16,NA,6.0801,NA,NA,NA,106,101,101,100,NA,108,NA,NA,NA,462,462,470,476,NA,496,NA,NA,NA
"10013693","Female","White",-0.23,"non-relative",6,46.1586,62.7029,NA,87.6828999999999,NA,97.5207,110.4142,110.7133,119.8713,74.6091,71.955,NA,93.0094,NA,112.7171,119.4177,125.5447,128.9208,37.5244,NA,43.5035,NA,51.8982,56.8108,69.0832,68.8865,14,18,NA,18,NA,6.8981,7.3835,7.8587,8.74839999999999,115,115,NA,100,NA,90,99,84,100,483,489,NA,483,NA,476,496,483,509
"10013913","Female","White",-0.07,"relative",6,35.237,57.1355,NA,67.3397,NA,94.4464,119.7658,119.0961,131.0764,51.9275,67.7982,NA,86.9616,NA,117.0951,137.7086,143.3527,145.4695,41.2017,NA,58.8748,NA,67.2436,68.8764,83.2535,89.7933,15,16,NA,16,NA,7.1852,6.8446,7.699,7.7197,105,109,NA,112,NA,99,118,107,120,448,470,NA,489,NA,483,516,509,534
"10013982","Male","Hispanic",-0.488,"none",22,NA,34.6589,NA,44.8234,45.4895,60.2554,68.4233,79.6015,97.8891,46.599,52.7477,50.5896,67.0506,68.4038,83.0657,99.8573,107.3586,113.6266,NA,NA,25.7068,29.8286,38.6546,39.98,37.9528,45.8267,NA,9,0,6,5.2747,3.375,5.5626,6.7437,6.9149,NA,77,67,59,53,85,34,92,93,NA,403,403,403,403,462,403,489,496
"10014085","Male","White",1.183,"relative",12,42.3358,59.816,NA,84.6519,NA,101.6527,109.1301,125.898,135.3677,57.9818,69.1978,NA,99.6747,NA,119.6378,133.567,125.6406,144.5726,51.7993,NA,57.0579,NA,66.9397,74.2543,78.5148,83.3355,15,18,NA,12,NA,3.25,8.5216,7.5214,9.1584,114,101,NA,95,NA,87,91,82,87,470,462,NA,470,NA,470,483,476,489
"10014153","Male","White",-0.622,"non-relative",8,34.7449,65.6914,NA,81.6868,NA,NA,NA,NA,NA,55.1004,72.2769,NA,88.6267,NA,NA,NA,NA,NA,41.2406,NA,42.772,NA,NA,NA,NA,NA,5,18,NA,18,NA,NA,NA,NA,NA,123,112,NA,111,NA,NA,NA,NA,NA,483,476,NA,489,NA,NA,NA,NA,NA
"10014234","Male","Hispanic",-1.09,"center",37,36.7645,51.3348,NA,64.9425,NA,65.0251,94.1085,95.976,110.989,54.1696,69.0592,NA,92.4191999999999,NA,116.4167,124.8412,124.6509,137.5166,30.224,NA,46.5466,NA,47.6454,62.8986,62.8821,74.7501,18,16,NA,18,NA,7.3484,6.8581,7.504,7.3091,59,66,NA,91,NA,89,89,80,87,403,426,NA,476,NA,483,489,483,496
"10014243","Male","Hispanic",NA,NA,18,26.7865,45.012,56.594,64.9632,62.2728,69.8455,74.8259,80.8597,79.1669,47.9879,64.4065,64.8447,74.6305,69.7388,84.9595,108.1023,107.1966,108.2656,33.747,31.704,38.2374,30.8031,41.8254,49.8313,46.6143,54.9206,15,15,15,17,2.75,7.0954,NA,6.7301,4.125,80,95,90,106,102,89,97,82,92,403,448,448,483,483,470,489,476,496
"10014343","Male","Hispanic",-0.607,"relative",31,19.397,26.8773,40.7163,42.3228,54.1516,59.3165,77.8952,NA,93.9218,35.8305,40.9541,46.9367,60.5134,66.9049,74.0493,98.2274,NA,126.9452,27.356,19.2874,20.185,17.82,19.0399,26.4537,NA,36.1138,6,6,6,17,4.125,2.25,2.375,NA,3.5,NA,77,67,60,53,99,97,NA,102,403,403,403,403,403,483,489,NA,509
"10014399","Male","White",1.544,"center",NA,39.8919,55.5744,NA,67.2252,NA,93.3797,118.3569,110.0375,119.0841,64.1272,70.366,NA,111.8135,NA,112.4117,137.4613,151.0776,154.5923,31.548,NA,45.234,NA,55.1141,65.6587,75.0204,79.7749,17,16,NA,17,NA,7.3293,6.1592,7.7785,8.6849,106,114,NA,99,NA,96,82,91,106,462,483,NA,476,NA,483,470,489,516
"10014673","Male","Hispanic",-0.962,"relative",32,24.0708,41.6491,49.4169,59.8678,59.5525,72.0581,89.2482,98.2371,113.5638,41.9816,58.2864,68.0134,98.6367,100.2237,111.1458,119.7937,122.0345,137.9192,26.9192,30.6587,32.7068,37.6374,42.1531,49.2454,52.0745,71.8319,14,17,18,15,7.4677,8.6584,7.1225,7.392,7.8046,74,68,93,50,98,70,99,80,95,403,403,462,403,483,448,496,476,502
"10014728","Male","White",0.5476,"non-relative",22,27.0472,57.3294,60.8078,74.404,75.0611,70.4677,102.761,107.1531,123.8136,44.3872,70.0477,72.0854,93.3878,85.9343,103.4827,119.8777,118.4065,138.0232,36.5459,42.176,47.8286,47.8725,50.1777,67.4563,65.5649,73.0976,16,16,16,17,5.3122,7.0339,7.5074,8.3206,8.8439,78,66,72,97,98,95,94,89,90,410,403,426,476,483,483,489,489,496
"10014739","Female","White",NA,NA,23,17.7501,25.3738,NA,42.825,NA,58.564,68.4678,79.2959,75.7163,39.3071,53.9021,NA,80.7012,NA,93.4601,92.0444,122.8351,125.98,27.6618,NA,36.8266,NA,41.5256,55.4344,61.4205,69.1,17,9,NA,15,NA,6.8059,6.6519,7.4009,8.3326,81,74,NA,100,NA,67,103,97,93,403,403,NA,476,NA,435,496,496,496
"10014985","Female","other",-0.289,"center",NA,37.131,58.6863,NA,73.0274,NA,88.7077,102.8115,116.6741,119.7758,74.0107,95.3451,NA,106.8559,NA,114.0163,132.4483,126.5141,136.8251,34.9255,NA,53.8241,NA,44.7808,50.8171,62.9332,81.9584,15,15,NA,18,NA,8.3422,6.9567,7.8299,9.3639,77,91,NA,72,NA,72,104,95,101,403,448,NA,435,NA,448,502,496,509
"10015162","Female","Black",-1.28,NA,36,25.4508,38.273,NA,NA,NA,NA,NA,NA,NA,50.3068,63.3819,NA,NA,NA,NA,NA,NA,NA,31.5785,NA,NA,NA,NA,NA,NA,NA,15,16,NA,NA,NA,NA,NA,NA,NA,79,71,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10015223","Female","Hispanic",NA,NA,24,25.4762,33.7825,NA,NA,NA,NA,NA,NA,NA,43.1931,59.908,NA,NA,NA,NA,NA,NA,NA,26.0446,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,72,63,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10015228","Female","White",0.4265,"center",NA,40.2594,52.9506,NA,NA,NA,NA,NA,NA,NA,54.7336,65.7995,NA,NA,NA,NA,NA,NA,NA,38.3669,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,79,112,NA,NA,NA,NA,NA,NA,NA,403,476,NA,NA,NA,NA,NA,NA,NA
"10015237","Male","White",-0.025,NA,NA,28.8938,50.6399,NA,NA,NA,NA,NA,NA,NA,58.5409,65.2282,NA,NA,NA,NA,NA,NA,NA,28.4911,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,112,105,NA,NA,NA,NA,NA,NA,NA,462,462,NA,NA,NA,NA,NA,NA,NA
"10015244","Male","White",-1.45,"center",27,15.4777,25.0296,NA,NA,NA,NA,NA,NA,NA,39.5119,60.3065,NA,NA,NA,NA,NA,NA,NA,29.494,NA,NA,NA,NA,NA,NA,NA,10,15,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10015256","Female","other",0.5718,"center",NA,35.1948,51.1097,NA,79.9621,NA,96.5524,120.8751,126.3877,133.4749,50.8084,62.5822,NA,104.9429,NA,121.8126,137.304,140.7848,136.4052,45.7464,NA,56.4698,NA,68.8093,80.0409,82.3990999999999,82.1951,18,18,NA,15,NA,5.9806,7.2309,7.1129,8.5288,75,90,NA,100,NA,90,104,104,101,403,448,NA,483,NA,476,502,509,509
"10015311","Female","White",0.2398,"none",5,30.3297,42.0426,NA,65.1026,NA,75.4983,80.5717,NA,NA,47.2357,56.8456,NA,72.0092,NA,81.9615,92.807,NA,NA,22.5294,NA,45.0167,NA,45.6828,47.4221,NA,NA,15,16,NA,18,NA,5.8637,6.7688,NA,NA,105,98,NA,92,NA,75,98,NA,NA,448,448,NA,462,NA,448,489,NA,NA
"10015332","Male","White",-0.301,"center",4,42.9891,49.8835,64.7596,96.0357,98.6136,118.0681,127.1004,131.1477,139.8319,47.9501,67.9975,91.4695,115.1378,126.9213,132.4184,138.8562,148.379,153.9259,28.476,41.513,45.5157,50.7912,52.8009,66.1451,81.331,79.7116,18,17,15,18,7.2737,7.1771,7.2064,6.6955,7.8937,96,98,106,112,109,110,105,105,106,448,462,483,496,496,502,502,509,516
"10015382","Male","White",1.04,"center",NA,41.3883,52.8989,NA,83.0689,NA,93.7857,103.0307,129.3738,126.1002,52.7506,65.3832,NA,98.0842,NA,113.5916,120.0941,122.478,142.6408,35.1767,NA,46.7621,NA,60.1234,64.8874,75.4397,85.4973,16,18,NA,17,NA,6.5359,3.875,6.5024,6.3428,74,84,NA,89,NA,86,91,102,88,419,448,NA,470,NA,476,489,509,496
"10015437","Male","Hispanic",NA,NA,27,28.162,39.3977,48.1441,72.6207,NA,NA,NA,NA,NA,45.795,58.9426,58.0747,73.1656,NA,NA,NA,NA,NA,28.3121,45.6193,36.8573,NA,NA,NA,NA,NA,16,15,14,14,NA,NA,NA,NA,NA,76,67,70,80,NA,NA,NA,NA,NA,403,403,419,448,NA,NA,NA,NA,NA
"10015590","Male","other",0.769,"center",10,36.9877,45.9866,NA,64.6387,NA,NA,NA,NA,NA,56.0077,71.4383,NA,106.712,NA,NA,NA,NA,NA,40.0005,NA,52.3529,NA,NA,NA,NA,NA,10,17,NA,15,NA,NA,NA,NA,NA,95,116,NA,106,NA,NA,NA,NA,NA,448,489,NA,489,NA,NA,NA,NA,NA
"10015668","Female","Asian",0.8464,"none",8,32.8094,48.1829,NA,71.4125,NA,109.0977,116.6621,116.9516,130.3104,66.4395,88.3472,NA,109.7588,NA,129.565,123.4502,124.5295,139.9994,31.7973,NA,41.6815,NA,60.315,65.446,73.7561,77.8877,18,14,NA,18,NA,6.6583,6.5164,9.0114,9.0972,111,110,NA,97,NA,98,104,104,105,476,483,NA,476,NA,489,502,509,516
"10015672","Male","Black",0.9267,NA,7,32.6999,40.241,NA,70.4565,NA,90.0005,105.492,108.143,109.6827,54.7014,58.0827,NA,81.1243,NA,104.2023,116.875,126.5888,130.8646,30.7972,NA,45.2832,NA,55.336,70.8151,67.061,78.3651,16,14,NA,17,NA,6.1917,7.492,8.5184,7.6903,92,87,NA,100,NA,70,84,94,100,448,448,NA,483,NA,448,476,496,509
"10015725","Female","Hispanic",NA,NA,32,30.5361,41.3334,55.7567,63.2663,76.3364,99.2605,123.8509,122.5692,128.2348,53.3778,69.9261,80.7819,105.1526,120.9128,126.1965,133.5284,140.3057,154.8412,28.8719,31.926,52.8802,51.8205,63.9003,65.6705,82.4829999999999,86.2086,14,15,16,16,8.0853,7.9379,9.1937,8.8545,7.9051,72,97,117,80,94,105,95,89,76,403,462,496,448,476,496,489,489,476
"10015837","Female","White",-0.625,"center",17,24.8047,39.7409,NA,59.619,NA,NA,NA,NA,NA,50.6874,54.6939,NA,91.0153,NA,NA,NA,NA,NA,28.8665,NA,44.7276,NA,NA,NA,NA,NA,15,15,NA,16,NA,NA,NA,NA,NA,NA,79,NA,95,NA,NA,NA,NA,NA,403,403,NA,462,NA,NA,NA,NA,NA
"10015871","Male","Hispanic",-1.12,"none",27,NA,41.1985,NA,68.1683,NA,82.8116,NA,91.6629,NA,NA,66.3061,NA,92.7315,NA,103.803,NA,118.9811,NA,35.8156,NA,43.2611,NA,62.7287,NA,68.466,NA,NA,6,NA,16,NA,7.2471,NA,8.6773,NA,NA,95,NA,92,NA,74,NA,86,NA,NA,448,NA,462,NA,448,NA,483,NA
"10015901","Male","other",0.8651,"none",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10015936","Female","White",-0.336,NA,7,20.9412,30.2235,37.9799,57.6378,72.2257,75.5844,87.622,106.4791,109.3962,39.653,48.6627,54.7089,67.4246,86.1584,103.6376,117.3848,122.2909,115.7121,27.7391,34.6115,45.185,42.4391,53.5203,50.5051,65.3857,72.0262,17,17,15,18,6.1666,7.5344,7.4565,7.7947,9.5048,NA,78,72,87,104,96,93,93,83,403,403,403,448,483,476,483,489,483
"10015962","Female","Hispanic",-1.28,"none",17,33.3727,45.7627,NA,61.2777,NA,86.2539,118.3189,108.8908,117.6662,49.3393,69.9559,NA,107.6692,NA,109.8516,125.6031,122.6418,131.6288,26.248,NA,35.3328,NA,39.2414,52.7435,55.8862,60.3612,17,14,NA,10,NA,4,8.3695,9.0891,8.5291,NA,106,NA,109,NA,86,114,103,103,403,462,NA,483,NA,462,509,502,509
"10015990","Male","Hispanic",-0.837,"center",51,43.1251,45.9979,59.5796,70.4341,71.7817,82.9714,113.5964,114.437,117.5057,58.5615,61.4724,80.0747,100.1443,108.434,117.4801,126.1381,134.9541,142.7591,24.5258,25.7911,42.6636,49.7696,55.6686,55.7461,69.5653,82.537,15,15,15,18,6.6271,6.9268,8.1193,8.4074,8.5219,105,99,94,113,95,96,115,96,118,462,462,462,496,476,483,516,496,534
"10016012","Female","Black",-0.754,"center",21,26.9469,35.2742,NA,61.2055,NA,74.2477,71.5291,85.288,NA,53.2314,65.3954,NA,93.9048,NA,96.4369,112.7134,108.0665,NA,28.0446,NA,36.0958,NA,44.8826,55.3058,53.5119,NA,16,13,NA,14,NA,3.875,6.845,7.2954,NA,77,70,NA,80,NA,71,80,95,NA,403,403,NA,448,NA,448,470,496,NA
"10016021","Female","White",0.7573,"center",3,41.3123,51.9257,69.1065,84.5414,74.3198,92.7398,112.0458,118.5889,132.8643,61.3169,65.2804,72.5479,112.5449,116.4111,128.6882,123.2341,143.0688,147.1952,50.5188,52.0736,54.4218,49.204,63.4129,74.0504,71.0072,78.4994,16,18,18,18,7.0325,6.5261,7.8233,7.2258,7.8458,118,113,128,113,103,121,89,103,129,470,470,502,489,483,509,476,502,544
"10016089","Male","White",0.5884,"center",7,37.3191,56.3456,NA,76.3178,NA,104.4971,129.5602,NA,NA,90.8024,117.0668,NA,129.6363,NA,138.6969,132.8642,NA,NA,40.8158,NA,51.3041,NA,61.7241,73.7037,NA,NA,15,16,NA,17,NA,6.9897,8.413,NA,NA,110,115,NA,95,NA,114,113,NA,NA,476,489,NA,476,NA,509,516,NA,NA
"10016151","Male","White",-0.099,"center",24,31.4221,37.4127,49.9272,NA,NA,NA,NA,NA,NA,46.8051,57.4336,55.4351,NA,NA,NA,NA,NA,NA,34.0114,35.8263,NA,NA,NA,NA,NA,NA,17,13,17,NA,NA,NA,NA,NA,NA,70,74,82,NA,NA,NA,NA,NA,NA,403,426,448,NA,NA,NA,NA,NA,NA
"10016183","Female","other",-0.388,"relative",10,20.0247,49.2058,40.0761,62.2101,62.6979,78.4725,82.7734,NA,NA,45.6477,58.2231,61.8212,81.1465,77.5457,91.0457,107.1749,NA,NA,32.791,36.2941,31.8868,32.8936,41.8409,46.027,NA,NA,15,15,18,18,6.9928,7.8099,7.8947,NA,NA,78,74,63,81,68,82,91,NA,NA,403,419,403,448,435,462,483,NA,NA
"10016232","Female","Asian",-0.75,"center",14,25.7804,43.1119,NA,70.9269,NA,98.6984,106.7632,120.2772,133.3121,49.4124,63.1909,NA,90.1726,NA,100.7515,118.0901,126.8644,125.7323,22.8305,NA,27.7051,NA,42.8198,57.0574,60.8407,59.8829,15,15,NA,16,NA,5.8689,6.9232,7.5546,8.3505,NA,111,NA,104,NA,110,108,103,108,403,470,NA,476,NA,496,502,502,516
"10016242","Male","White",0.1909,"none",NA,41.0119,72.6237,NA,102.327,NA,NA,NA,NA,NA,60.1706,77.4508,NA,124.9545,NA,NA,NA,NA,NA,36.5483,NA,40.7993,NA,NA,NA,NA,NA,17,17,NA,18,NA,NA,NA,NA,NA,108,109,NA,111,NA,NA,NA,NA,NA,448,470,NA,489,NA,NA,NA,NA,NA
"10016267","Female","White",0.1822,"center",23,25.169,36.5894,NA,64.6156,NA,78.2563,NA,NA,NA,46.594,59.98,NA,87.673,NA,125.9374,NA,NA,NA,32.6027,NA,34.6503,NA,48.8223,NA,NA,NA,15,15,NA,15,NA,4.8345,NA,NA,NA,76,91,NA,80,NA,72,NA,NA,NA,403,448,NA,448,NA,448,NA,NA,NA
"10016360","Male","Black",0.5003,"center",19,43.0746,57.264,NA,78.8422,NA,101.4984,123.8607,NA,NA,55.8597,86.6011,NA,104.0569,NA,114.6661,126.3397,NA,NA,30.3444,NA,39.936,NA,41.5944,51.6059,NA,NA,17,16,NA,18,NA,7.5536,7.6753,NA,NA,117,107,NA,117,NA,99,114,NA,NA,483,476,NA,502,NA,489,516,NA,NA
"10016448","Male","White",0.1537,"center",12,38.3072,56.4517,NA,104.9116,NA,116.7811,121.5411,139.466,140.1335,55.4845,73.7626,NA,117.3328,NA,138.5088,148.2148,153.5362,154.0231,39.3509,NA,64.4765,NA,83.6655,83.2285,88.8645,89.9775,17,18,NA,17,NA,7.0502,7.9793,6.9169,8.846,96,106,NA,80,NA,100,109,94,105,448,476,NA,448,NA,489,509,496,516
"10016466","Female","Black",-0.686,"none",36,29.3735,33.4738,NA,52.4652,NA,64.001,NA,NA,NA,46.6284,65.2022,NA,82.3374,NA,104.6711,NA,NA,NA,30.7775,NA,30.7825,NA,38.8352,NA,NA,NA,16,15,NA,15,NA,3.25,NA,NA,NA,78,70,NA,82,NA,73,NA,NA,NA,403,403,NA,448,NA,448,NA,NA,NA
"10016489","Female","Black",-1.28,NA,NA,44.8952,40.2757,NA,NA,NA,NA,NA,NA,NA,60.6068,58.5217,NA,NA,NA,NA,NA,NA,NA,28.9588,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,122,89,NA,NA,NA,NA,NA,NA,NA,489,448,NA,NA,NA,NA,NA,NA,NA
"10016553","Female","Black",-0.844,"none",38,18.908,37.8841,NA,45.582,NA,68.4143,76.6026,81.6316,NA,44.332,53.9206,NA,67.0266,NA,101.0668,103.2818,106.3371,NA,20.8936,NA,26.03,NA,35.0746,35.9436,36.7523,NA,15,16,NA,15,NA,3.625,3,6.8255,NA,76,71,NA,55,NA,41,50,86,NA,403,403,NA,403,NA,403,426,483,NA
"10016696","Female","White",0.7577,"center",NA,48.1464,62.6979,NA,77.8934,NA,107.6029,105.1621,115.8864,129.4537,57.3446,68.3321,NA,96.7776,NA,123.1954,125.3862,127.121,138.548,34.8507,NA,44.1493,NA,46.9259,58.5404,73.3312,74.5407,14,13,NA,18,NA,7.0733,7.7329,8.3102,8.3006,109,95,NA,84,NA,108,87,92,87,462,448,NA,448,NA,496,476,489,489
"10016848","Female","Asian",0.8729,"center",9,25.4099,47.4646,NA,NA,NA,NA,NA,NA,NA,44.5157,53.691,NA,NA,NA,NA,NA,NA,NA,25.5924,NA,NA,NA,NA,NA,NA,NA,16,14,NA,NA,NA,NA,NA,NA,NA,89,105,NA,NA,NA,NA,NA,NA,NA,419,462,NA,NA,NA,NA,NA,NA,NA
"10016865","Female","White",0.0227,"center",9,22.6049,36.2217,NA,61.2628,NA,53.2657,NA,NA,NA,42.2761,55.6369,NA,84.9241,NA,114.1002,NA,NA,NA,35.3036,NA,29.5928,NA,33.0904,NA,NA,NA,15,15,NA,14,NA,5.8571,NA,NA,NA,NA,80,NA,102,NA,85,NA,NA,NA,403,410,NA,476,NA,462,NA,NA,NA
"10016909","Female","Black",-1.05,"center",44,31.5283,45.1335,61.9319,67.095,NA,71.1365,76.2815,86.8001,97.7251,57.4056,70.3584,83.8759,98.7876,NA,112.2176,112.0049,113.674,120.6721,33.1196,37.2723,33.7216,NA,44.8856,47.4357,50.7089,57.1139,15,17,16,16,NA,7.4098,6.9213,7.3016,6.7693,71,99,105,100,NA,104,94,89,85,403,470,483,483,NA,496,489,489,489
"10016916","Male","Hispanic",-1.17,"relative",34,17.5118,40.5632,53.3481,62.4361,66.151,71.1081,81.4898,96.0234,108.689,39.8757,62.1976,70.3988,74.6946,83.4138,99.3648,112.2523,112.0376,113.8762,21.079,22.706,31.786,30.0239,45.6363,51.7411,49.5939,44.4376,15,15,15,15,5.5817,6.2568,6.8828,7.4112,7.6214,NA,114,118,113,73,90,119,107,88,403,476,489,489,435,470,516,509,489
"10016921","Male","White",0.8088,"center",29,40.4027,54.5291,NA,74.392,NA,94.6964,NA,NA,NA,61.4839,97.4016999999999,NA,108.8669,NA,135.5542,NA,NA,NA,42.6016,NA,40.8172,NA,60.1879,NA,NA,NA,10,18,NA,14,NA,6.6768,NA,NA,NA,117,123,NA,87,NA,104,NA,NA,NA,470,489,NA,448,NA,489,NA,NA,NA
