"id","Sex","Race","SES","PreK","District_Poverty","Math_0","Math_0.5","Math_1","Math_1.5","Math_2","Math_2.5","Math_3.5","Math_4.5","Math_5.5","Reading_0","Reading_0.5","Reading_1","Reading_1.5","Reading_2","Reading_2.5","Reading_3.5","Reading_4.5","Reading_5.5","Science_0.5","Science_1","Science_1.5","Science_2","Science_2.5","Science_3.5","Science_4.5","Science_5.5","DCCS_0","DCCS_0.5","DCCS_1","DCCS_1.5","DCCS_2","DCCS_2.5","DCCS_3.5","DCCS_4.5","DCCS_5.5","Numbers_Reversed_0","Numbers_Reversed_0.5","Numbers_Reversed_1","Numbers_Reversed_1.5","Numbers_Reversed_2","Numbers_Reversed_2.5","Numbers_Reversed_3.5","Numbers_Reversed_4.5","Numbers_Reversed_5.5","Numbers_Reversed_(W-ability)_0","Numbers_Reversed_(W-ability)_0.5","Numbers_Reversed_(W-ability)_1","Numbers_Reversed_(W-ability)_1.5","Numbers_Reversed_(W-ability)_2","Numbers_Reversed_(W-ability)_2.5","Numbers_Reversed_(W-ability)_3.5","Numbers_Reversed_(W-ability)_4.5","Numbers_Reversed_(W-ability)_5.5"
"10008636","Female","Hispanic",-0.934,"center",10,32.4654,39.3145,NA,84.52,NA,103.1926,NA,NA,NA,54.2362,66.3886,NA,99.5762,NA,126.1852,NA,NA,NA,39.5271,NA,46.359,NA,63.3425,NA,NA,NA,13,13,NA,6,NA,4,NA,NA,NA,113,115,NA,108,NA,110,NA,NA,NA,462,476,NA,483,NA,496,NA,NA,NA
"10008682","Male","White",-0.192,"center",NA,36.412,43.963,NA,70.828,NA,89.6118,121.4104,128.3633,130.1497,50.5961,74.6183,NA,111.4269,NA,137.3426,136.0054,148.9308,154.7175,38.0752,NA,54.936,NA,62.6854,64.3453,70.8101,81.5697,15,14,NA,18,NA,5.96,7.1548,7.8452,8.3752,92,92,NA,81,NA,87,96,81,81,435,448,NA,448,NA,470,489,476,483
"10008689","Female","White",-1.4,"center",24,32.955,39.8999,NA,69.7014,NA,71.9658,86.8598,73.8347,90.2423,61.8598,72.1345,NA,102.9173,NA,110.4151,102.4574,111.9374,122.52,29.2858,NA,40.517,NA,49.3196,50.868,54.6664,65.1715,15,17,NA,17,NA,6.6308,7.5666,8.73769999999999,8.6127,68,74,NA,76,NA,88,102,79,79,403,426,NA,448,NA,476,502,476,483
"10008755","Female","Black",-1.12,"center",30,17.6746,36.4828,50.0953,NA,NA,NA,NA,NA,NA,42.5779,55.8908,77.2854,NA,NA,NA,NA,NA,NA,23.1293,22.8755,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,91,80,NA,NA,NA,NA,NA,NA,403,435,426,NA,NA,NA,NA,NA,NA
"10008767","Female","Hispanic",0.2867,"center",NA,28.9317,54.9243,NA,68.8467,NA,82.763,NA,NA,NA,42.2664,64.8901,NA,96.5077,NA,109.4427,NA,NA,NA,33.3835,NA,35.2418,NA,42.9431,NA,NA,NA,15,15,NA,17,NA,6.7048,NA,NA,NA,84,120,NA,83,NA,74,NA,NA,NA,410,489,NA,448,NA,448,NA,NA,NA
"10008789","Female","White",0.1905,"center",36,26.1235,55.1152,NA,NA,NA,NA,NA,NA,NA,44.4142,57.9277,NA,NA,NA,NA,NA,NA,NA,37.924,NA,NA,NA,NA,NA,NA,NA,15,17,NA,NA,NA,NA,NA,NA,NA,80,113,NA,NA,NA,NA,NA,NA,NA,403,476,NA,NA,NA,NA,NA,NA,NA
"10008791","Female","White",0.6497,"center",8,42.9869,69.0079,NA,84.2748,NA,108.4822,NA,NA,NA,62.9322,114.9861,NA,129.8994,NA,142.5802,NA,NA,NA,42.4678,NA,42.5052,NA,62.1895,NA,NA,NA,15,15,NA,17,NA,6.5481,NA,NA,NA,98,118,NA,108,NA,140,NA,NA,NA,448,489,NA,489,NA,539,NA,NA,NA
"10008910","Male","Hispanic",NA,NA,38,21.2402,34.7964,45.9798,59.1519,69.9372,73.2393,90.8444,92.2234,114.7779,37.5347,42.2901,59.8826,62.3854,68.376,71.3564,81.4374,108.2397,100.1479,NA,22.6141,24.9892,32.7185,33.8722,48.9304,65.8968,63.1758,14,13,16,17,6.7946,6.2704,7.9617,7.1388,8.2857,65,59,59,58,88,89,99,68,84,393,393,410,419,470,476,496,462,489
"10008925","Male","Asian",-0.655,"center",14,51.5206,64.4718,NA,81.2689,NA,NA,NA,138.0928,143.1631,50.3179,63.009,NA,104.327,NA,NA,NA,125.6385,123.1039,36.3907,NA,33.563,NA,NA,NA,71.8003,76.4788,15,15,NA,15,NA,NA,NA,7.0308,8.4479,119,119,NA,115,NA,NA,NA,100,102,483,489,NA,496,NA,NA,NA,502,509
"10009000","Female","White",NA,NA,NA,25.9148,NA,NA,NA,NA,NA,NA,NA,NA,44.5384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA
"10009092","Female","White",-0.408,"none",30,26.0067,39.2355,NA,NA,NA,NA,NA,NA,NA,54.2864,68.2814,NA,NA,NA,NA,NA,NA,NA,38.0498,NA,NA,NA,NA,NA,NA,NA,13,15,NA,NA,NA,NA,NA,NA,NA,80,93,NA,NA,NA,NA,NA,NA,NA,403,448,NA,NA,NA,NA,NA,NA,NA
"10009106","Female","White",0.121,"center",22,39.8273,54.8838,NA,82.7734,NA,106.1828,113.8878,119.4371,129.4746,58.7328,75.9714,NA,106.9626,NA,132.7256,134.431,141.0469,140.2194,36.979,NA,44.0984,NA,63.6969,68.0924,72.265,86.7181,15,16,NA,17,NA,7.2403,7.6854,7.7197,7.7337,95,102,NA,117,NA,115,119,122,118,448,470,NA,502,NA,509,522,534,534
"10009125","Male","Black",0.0152,"center",26,36.3096,41.0287,42.1265,56.9975,55.3757,72.7638,87.9951,100.5985,108.7184,46.9116,54.7777,56.2005,81.7931,88.9158,99.5565,97.0489999999999,116.0763,107.0447,25.9833,32.8786,34.9071,43.0654,39.7657,42.6138,48.5378,58.7739,16,15,15,15,5.3719,7.0944,5.6062,7.2733,8.0272,77,73,64,55,111,106,101,96,102,403,410,403,403,496,496,496,496,509
"10009198","Male","Hispanic",-0.561,"center",24,17.5026,34.9547,NA,61.8568,NA,82.5864,93.5912,97.4979999999999,109.1343,38.1576,46.9487,NA,72.6036,NA,87.7388,118.4819,125.5593,134.5106,20.3287,NA,26.2979,NA,25.3512,37.7817,44.9536,41.8051,14,8,NA,16,NA,6.7568,7.1033,7.1449,7.4386,80,88,NA,94,NA,97,96,91,97,403,435,NA,470,NA,483,489,489,502
"10009218","Male","White",-0.912,"center",35,NA,60.0701,NA,NA,NA,NA,NA,NA,NA,NA,89.8431,NA,NA,NA,NA,NA,NA,NA,31.0061,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,NA
"10009313","Female","Hispanic",-1.4,NA,4,NA,42.9934,NA,56.1098,NA,NA,NA,NA,NA,NA,66.5843,NA,86.917,NA,NA,NA,NA,NA,28.0559,NA,27.7272,NA,NA,NA,NA,NA,NA,16,NA,15,NA,NA,NA,NA,NA,NA,104,NA,100,NA,NA,NA,NA,NA,NA,470,NA,476,NA,NA,NA,NA,NA
"10009349","Female","Black",NA,NA,31,25.5946,32.6123,34.2293,NA,NA,NA,NA,NA,NA,54.1914,56.6699,59.4404,NA,NA,NA,NA,NA,NA,29.4327,35.8798,NA,NA,NA,NA,NA,NA,15,6,16,NA,NA,NA,NA,NA,NA,86,91,94,NA,NA,NA,NA,NA,NA,426,448,462,NA,NA,NA,NA,NA,NA
"10009576","Male","Asian",NA,NA,36,22.5721,38.1307,NA,60.122,NA,95.8478,104.0873,108.0374,124.3904,42.1576,51.9151,NA,69.2627,NA,99.8079,111.7108,127.843,126.9824,19.9589,NA,25.3125,NA,33.8756,42.0436,45.7744,54.6941,14,14,NA,15,NA,4,6.3446,6.9812,5.3704,68,60,NA,76,NA,103,79,84,94,403,403,NA,448,NA,496,470,483,502
"10009597","Male","White",-1.3,"center",30,33.2642,44.6014,NA,68.4333,NA,71.8996,84.3601,113.2453,113.4862,51.0986,64.5108,NA,97.6557,NA,92.4459,119.0336,115.7038,134.3303,23.028,NA,34.8875,NA,38.9579,49.4083,49.8824,66.8861,15,10,NA,9,NA,7.0547,6.6488,8.299,7.0278,78,88,NA,100,NA,97,92,92,92,403,435,NA,476,NA,483,483,489,496
"10009824","Female","Black",-0.226,NA,34,NA,37.4329,42.3639,49.2149,64.2771,75.8834,94.6691,84.8543,109.8769,NA,61.9255,62.5612,82.2131,94.481,107.5189,122.1627,111.0836,124.8182,31.5399,33.6642,33.7084,40.5334,61.5462,53.72,54.2645,66.8306,NA,15,14,15,7.9429,7.1533,7.5386,7.6903,8.678,NA,63,76,54,58,70,63,58,85,NA,403,435,410,426,448,448,448,489
"10010003","Male","White",-0.278,"relative",9,60.4633,70.9721,NA,86.7003,NA,110.8115,125.5026,134.258,138.8919,66.642,71.6777,NA,100.6916,NA,108.6232,128.8331,135.1267,149.2315,38.1071,NA,51.367,NA,48.2941,67.2595,68.6645,79.6739,16,18,NA,15,NA,7.0815,6.8034,7.6324,8.0629,127,111,NA,104,NA,112,106,110,106,496,476,NA,483,NA,502,502,516,516
"10010029","Male","Black",-0.957,"center",22,19.3302,35.7677,NA,47.3508,NA,NA,NA,NA,NA,41.9164,58.6745,NA,80.0422,NA,NA,NA,NA,NA,20.2462,NA,37.6449,NA,NA,NA,NA,NA,12,18,NA,16,NA,NA,NA,NA,NA,75,68,NA,87,NA,NA,NA,NA,NA,403,403,NA,462,NA,NA,NA,NA,NA
"10010046","Female","Black",0.975,"center",NA,27.9661,NA,NA,NA,NA,NA,NA,NA,NA,48.4044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,NA
"10010165","Male","Hispanic",1.207,"center",9,29.0103,44.7874,45.4128,63.2131,81.0964,89.5434,109.0063,124.9716,128.7768,54.278,68.4154,73.6542,94.4075,99.8474,107.4707,117.2907,127.3566,148.6096,40.3943,50.3797,50.9194,55.0709,57.0734,73.5217,76.2386,77.9406,14,16,17,17,6.8026,5.6957,8.54429999999999,8.391,9.6032,85,106,112,107,102,109,92,103,82,410,462,483,483,483,496,483,502,483
"10010171","Female","White",-0.169,"center",29,35.4797,58.0758,NA,69.0791,NA,89.5244,107.9274,126.4614,124.3296,54.2937,62.925,NA,90.2456,NA,104.1192,116.0159,129.2467,131.2536,23.9815,NA,37.2873,NA,46.7113,65.9153,69.8976,77.2764,16,16,NA,16,NA,7.0911,7.3744,8.1709,8.2295,75,87,NA,100,NA,108,63,88,84,410,448,NA,483,NA,502,448,489,489
"10010295","Female","White",0.4912,"center",10,51.977,68.5201,75.9174,94.0662,94.903,109.8056,125.7442,134.3989,137.4268,70.1625,81.9728,92.3303,109.2632,109.5626,120.1841,135.5336,141.3504,157.4494,41.32,52.2941,45.8847,65.9698,66.3634,71.2158,79.9644,88.6211,17,18,18,18,6.0268,7.5507,7.3638,8.6737,8.516,93,99,110,111,92,114,114,108,113,448,470,489,496,476,509,516,516,528
"10010296","Female","White",-0.584,"center",39,32.1059,41.0559,NA,61.527,NA,70.3249,88.964,105.892,106.462,53.4279,71.8307,NA,108.0725,NA,122.5242,135.3268,127.4288,140.9836,37.552,NA,37.4518,NA,54.1073,61.466,71.9415,75.6967,17,14,NA,15,NA,6.3393,6.7316,8.1623,8.4339,100,109,NA,89,NA,92,100,101,86,448,476,NA,462,NA,476,496,502,489
"10010309","Male","Black",-0.705,"relative",23,26.0817,42.3337,NA,69.6461,NA,71.9428,102.7084,111.7349,113.2923,51.9341,60.9765,NA,85.1485,NA,108.2288,110.5297,127.4164,119.4912,44.8719,NA,44.8537,NA,52.546,55.9549,61.7052,71.7986,15,15,NA,18,NA,7.3382,7.9402,7.7821,8.2414,91,99,NA,94,NA,96,90,96,91,435,462,NA,470,NA,483,483,496,496
"10010342","Male","White",0.974,"none",10,26.0091,34.2537,NA,55.0078,NA,69.5245,91.4556,101.1156,103.0395,43.1222,64.1177,NA,81.2908,NA,105.0634,120.7058,123.2551,125.8781,25.7986,NA,33.3551,NA,46.8018,47.8506,52.2692,65.2786,17,14,NA,14,NA,3.375,7.3327,6.8968,8.0272,NA,108,NA,87,NA,85,69,97,94,410,462,NA,448,NA,462,448,496,496
"10010358","Female","Hispanic",-1.03,"center",24,26.2161,44.208,NA,68.8385,NA,80.188,90.4235,111.049,109.6284,56.0799,63.8931,NA,84.2402,NA,113.6028,111.5742,124.7241,126.5307,31.4334,NA,35.9321,NA,47.3083,56.7486,59.9292,70.7349,15,13,NA,15,NA,7.002,7.6956,8.3075,7.1926,72,72,NA,91,NA,94,63,74,79,403,419,NA,470,NA,483,448,470,483
"10010425","Female","Black",-1.81,"none",41,21.0277,31.6053,NA,NA,NA,NA,NA,NA,NA,59.0471,59.2483,NA,NA,NA,NA,NA,NA,NA,20.3884,NA,NA,NA,NA,NA,NA,NA,16,10,NA,NA,NA,NA,NA,NA,NA,61,53,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10010426","Male","Black",0.5035,"center",NA,36.3096,48.1875,NA,NA,NA,NA,NA,NA,NA,49.0139,59.8632,NA,NA,NA,NA,NA,NA,NA,22.1353,NA,NA,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,77,70,NA,NA,NA,NA,NA,NA,NA,403,403,NA,NA,NA,NA,NA,NA,NA
"10010490","Male","White",0.1338,"center",7,23.9674,27.6817,28.5163,NA,NA,NA,NA,NA,NA,43.5042,50.8839,56.434,NA,NA,NA,NA,NA,NA,26.1866,22.8848,NA,NA,NA,NA,NA,NA,8,7,5,NA,NA,NA,NA,NA,NA,81,77,68,NA,NA,NA,NA,NA,NA,403,403,403,NA,NA,NA,NA,NA,NA
"10010511","Female","other",-0.379,"relative",13,37.6176,51.737,NA,69.3069,NA,84.7304,99.462,114.1239,126.1838,56.2264,67.3449,NA,104.2594,NA,114.0555,126.6095,136.224,132.4796,42.1645,NA,38.9513,NA,47.1912,61.4156,64.1955,60.8553,16,18,NA,17,NA,7.9416,7.6034,8.9103,7.9509,81,106,NA,106,NA,100,64,99,95,419,476,NA,489,NA,489,448,502,502
"10010522","Male","Asian",NA,NA,29,33.4991,54.415,NA,83.2398,NA,116.6736,127.2047,138.4674,140.7945,44.9398,65.7995,NA,103.0968,NA,124.0022,131.2237,150.3674,154.5769,27.7136,NA,43.5064,NA,62.1012,77.0483,81.8922,80.4158,13,14,NA,18,NA,6.6308,6.9876,7.5638,9.2747,80,105,NA,112,NA,120,107,106,115,403,462,NA,489,NA,509,502,509,528
"10010538","Female","White",1.248,"none",17,43.8518,61.9119,86.0316,99.5843,93.4703,100.8855,123.0779,125.5279,133.3341,60.3173,78.1037,108.3152,130.0908,139.8335,143.6428,146.8344,151.1194,154.0231,38.8339,46.0516,52.4512,58.5162,69.0041,76.0297,82.429,87.2632,18,18,14,17,4.825,6.3955,6.8458,6.7339,8.089,99,99,95,103,99,92,86,91,81,448,462,462,483,483,476,476,489,483
"10010622","Male","White",-0.369,"center",4,42.1394,48.4228,NA,NA,NA,NA,NA,NA,NA,54.7949,67.5715,NA,NA,NA,NA,NA,NA,NA,43.3653,NA,NA,NA,NA,NA,NA,NA,14,16,NA,NA,NA,NA,NA,NA,NA,102,101,NA,NA,NA,NA,NA,NA,NA,470,476,NA,NA,NA,NA,NA,NA,NA
"10010717","Female","White",0.1524,"center",28,36.5396,67.3317,NA,77.9703,NA,NA,NA,NA,NA,59.5089,107.6155,NA,119.7288,NA,NA,NA,NA,NA,39.4794,NA,50.579,NA,NA,NA,NA,NA,15,14,NA,18,NA,NA,NA,NA,NA,117,103,NA,89,NA,NA,NA,NA,NA,483,470,NA,462,NA,NA,NA,NA,NA
"10010887","Female","White",-0.01,"center",8,27.4077,56.8548,NA,67.1561,NA,80.9986,99.1602,106.4663,129.7387,49.6303,62.2801,NA,78.6391,NA,104.8121,116.2117,122.148,140.7111,34.4399,NA,32.1489,NA,43.4461,50.541,56.4399,55.501,15,15,NA,18,NA,6.6953,8.4173,8.2533,7.5827,76,102,NA,93,NA,96,100,100,91,403,470,NA,470,NA,483,496,502,496
"10010907","Female","White",0.6418,"none",25,38.0797,55.3231,NA,79.5196,NA,103.5624,106.5902,115.1325,126.2867,69.6604,83.295,NA,118.1378,NA,138.5936,135.5912,151.0428,151.8011,44.5159,NA,51.1192,NA,59.8457,74.5066,75.6294,73.6168,15,14,NA,17,NA,6.6327,7.865,8.2334,8.0484,103,112,NA,106,NA,114,107,112,83,448,476,NA,483,NA,502,502,516,483
"10010950","Male","Hispanic",-0.951,"center",NA,28.0948,48.6354,NA,NA,NA,NA,NA,NA,NA,44.0609,48.4636,NA,NA,NA,NA,NA,NA,NA,28.9887,NA,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,105,80,NA,NA,NA,NA,NA,NA,NA,435,403,NA,NA,NA,NA,NA,NA,NA
"10010984","Female","White",-0.513,"non-relative",7,44.7291,48.3588,NA,87.0645,NA,94.5098,105.229,125.7111,140.717,51.6909,84.4855,NA,105.6048,NA,123.9511,126.5556,134.1037,136.48,29.618,NA,49.8832,NA,53.0571,49.8026,68.9419,53.3686,15,17,NA,13,NA,5.965,6.8936,7.0241,7.7001,80,120,NA,117,NA,120,118,109,105,419,496,NA,502,NA,516,522,516,516
"10011045","Female","Black",-0.164,"center",38,28.1501,41.3207,NA,67.385,NA,NA,NA,NA,NA,51.9607,58.651,NA,75.1887,NA,NA,NA,NA,NA,20.8705,NA,25.3161,NA,NA,NA,NA,NA,6,15,NA,15,NA,NA,NA,NA,NA,NA,88,NA,67,NA,NA,NA,NA,NA,410,426,NA,410,NA,NA,NA,NA,NA
"10011073","Female","White",-0.396,NA,23,44.5835,65.8686,NA,92.7241,NA,97.3638,123.1468,127.0521,135.3588,61.3495,76.0197,NA,117.9109,NA,127.2798,133.7918,143.1824,153.451,39.743,NA,57.0734,NA,63.3218,71.6556,71.4442,80.0844,10,18,NA,18,NA,8.2758,7.0304,7.8773,8.2643,119,115,NA,115,NA,103,135,106,102,476,483,NA,496,NA,489,539,509,509
"10011434","Male","White",-0.01,"none",13,36.2692,50.1598,NA,61.8193,NA,84.5913,112.4671,118.3569,128.7175,61.7559,71.136,NA,103.2201,NA,118.9839,122.0051,127.5278,143.2051,30.7933,NA,40.8723,NA,46.1408,64.0574,70.2797,77.336,15,15,NA,16,NA,6.1179,7.1142,8.1917,8.5779,99,98,NA,102,NA,110,98,92,93,435,448,NA,476,NA,496,489,489,496
"10011448","Female","White",0.6218,"relative",17,46.6166,60.7632,NA,90.4942,NA,115.6965,124.8974,128.4419,141.8455,67.9748,85.8984,NA,117.1913,NA,122.1599,125.626,128.5428,151.1215,32.316,NA,45.1115,NA,60.2625,72.6919,71.9332,77.6523,15,17,NA,18,NA,6.5329,6.8518,7.9349,8.5357,81,90,NA,128,NA,116,129,126,139,403,426,NA,509,NA,502,528,534,558
"10011490","Male","Hispanic",0.2458,"center",11,40.8763,58.3857,NA,74.6726,NA,NA,NA,NA,NA,48.1799,63.2907,NA,96.8963,NA,NA,NA,NA,NA,26.4699,NA,36.9286,NA,NA,NA,NA,NA,3,17,NA,17,NA,NA,NA,NA,NA,122,108,NA,156,NA,NA,NA,NA,NA,489,476,NA,549,NA,NA,NA,NA,NA
"10011609","Female","White",0.8382,"center",NA,50.2128,63.9628,NA,88.7341,NA,113.164,111.9203,122.6737,NA,53.852,94.1374,NA,116.8236,NA,140.4068,135.8689,147.325,NA,41.1211,NA,60.1435,NA,69.2196,74.7728,86.4316999999999,NA,18,18,NA,18,NA,7.3143,7.4475,8.4439,NA,105,108,NA,108,NA,100,105,114,NA,462,476,NA,489,NA,489,502,522,NA
"10011832","Female","Hispanic",-0.328,"center",21,31.936,42.5439,NA,56.9975,NA,61.8043,77.8097,98.7976,NA,46.0875,62.4288,NA,72.2687,NA,87.4062,100.8355,114.9458,NA,35.3714,NA,48.746,NA,54.1553,61.8684,49.6759,NA,15,14,NA,15,NA,6.8333,7.953,8.5253,NA,NA,82,NA,95,NA,111,98,88,NA,403,410,NA,462,NA,496,489,483,NA
"10011871","Female","Hispanic",-0.164,"center",NA,36.625,51.6253,NA,72.1072,NA,86.0571,103.7083,99.8549,120.7282,52.8912,63.9551,NA,103.5343,NA,131.3169,136.3467,136.0091,144.747,32.4084,NA,37.6537,NA,56.6312,66.3147,71.2025,79.9329,15,16,NA,17,NA,6.5394,7.504,7.9501,8.9401,80,85,NA,59,NA,108,111,111,119,403,426,NA,403,NA,496,509,516,534
"10011937","Male","White",-0.062,NA,30,48.1281,43.5394,NA,67.1189,NA,73.2629,92.0825,95.6989,114.2764,63.8425,65.7254,NA,69.1691,NA,74.3305,79.7713,94.5458,108.8926,42.1161,NA,47.8189,NA,53.9526,54.4948,59.977,76.0408,15,15,NA,15,NA,6.2413,6.7064,6.5719,7.4765,69,85,NA,76,NA,93,72,83,79,410,448,NA,448,NA,483,462,483,483
"10012130","Male","White",-0.165,"center",10,47.5443,58.5323,NA,82.4620999999999,NA,102.5099,NA,NA,NA,67.0157,96.9011,NA,114.117,NA,128.7878,NA,NA,NA,43.6747,NA,53.2873,NA,59.9563,NA,NA,NA,17,14,NA,18,NA,7.6769,NA,NA,NA,115,113,NA,90,NA,92,NA,NA,NA,476,483,NA,462,NA,476,NA,NA,NA
"10012208","Male","White",0.3874,NA,45,NA,NA,116.8687,124.7742,134.9669,121.871,131.93,141.326,146.0081,NA,NA,113.3907,117.6217,126.7699,132.5775,125.8989,142.9792,155.6381,NA,42.9344,49.7019,63.5559,57.0018,67.6801,75.9434,85.1166,NA,NA,17,18,7.5071,7.9608,8.0423,7.6245,8.4834,NA,NA,118,124,108,104,113,122,125,NA,NA,489,502,489,489,509,528,539
"10012214","Female","White",-1.3,"center",39,16.8554,28.7737,NA,58.3759,NA,61.8068,81.4742,93.4047,87.1565,37.9065,54.9247,NA,76.56,NA,84.7358,113.936,122.4843,124.205,32.5033,NA,32.6844,NA,42.3689,52.4563,54.55,48.6407,10,15,NA,15,NA,7.3247,5.8738,7.1708,8.3784,NA,76,NA,93,NA,90,88,88,79,403,403,NA,462,NA,470,476,483,476
"10012240","Male","Hispanic",-0.578,"relative",17,25.6722,42.4376,61.1408,65.5899,NA,NA,NA,NA,NA,51.7589,64.8132,70.2954,81.7371,NA,NA,NA,NA,NA,34.9428,35.3118,38.1045,NA,NA,NA,NA,NA,16,17,18,18,NA,NA,NA,NA,NA,91,77,95,67,NA,NA,NA,NA,NA,426,410,462,419,NA,NA,NA,NA,NA
"10012268","Female","Hispanic",NA,NA,38,33.717,46.1065,59.1568,79.7999,NA,NA,NA,NA,NA,43.7921,64.076,69.5481,93.6957,NA,NA,NA,NA,NA,19.7354,21.9856,38.6404,NA,NA,NA,NA,NA,15,13,18,17,NA,NA,NA,NA,NA,69,89,115,106,NA,NA,NA,NA,NA,393,448,496,489,NA,NA,NA,NA,NA
"10012369","Male","Hispanic",-1.35,"none",24,19.9282,40.452,NA,61.0587,NA,90.6286,105.591,108.1662,124.1924,34.8674,47.3288,NA,70.1925,NA,97.2297,119.6445,114.219,116.9731,NA,NA,19.5424,NA,38.3258,44.2942,60.6827,61.7542,6,6,NA,15,NA,7.3678,7.713,7.9519,8.1045,94,94,NA,94,NA,90,84,92,97,425,441,NA,462,NA,470,470,489,502
"10012397","Male","Hispanic",-0.828,"center",NA,25.0534,47.6446,NA,55.4092,NA,75.7383,NA,NA,NA,46.7447,60.5242,NA,72.5451,NA,86.6213,NA,NA,NA,36.2664,NA,47.429,NA,49.1739,NA,NA,NA,15,15,NA,14,NA,5.757,NA,NA,NA,72,61,NA,47,NA,98,NA,NA,NA,403,403,NA,403,NA,489,NA,NA,NA
"10012495","Male","Black",NA,NA,24,20.6123,38.9121,NA,NA,NA,NA,NA,NA,NA,41.7332,59.3752,NA,NA,NA,NA,NA,NA,NA,33.2409,NA,NA,NA,NA,NA,NA,NA,15,12,NA,NA,NA,NA,NA,NA,NA,103,124,NA,NA,NA,NA,NA,NA,NA,448,496,NA,NA,NA,NA,NA,NA,NA
"10012566","Male","other",-1.17,"center",26,NA,41.3017,NA,64.9425,NA,83.9139,88.2938,98.2685,115.1021,NA,78.7865,NA,102.4675,NA,125.0507,113.6884,119.212,127.1169,28.2552,NA,48.0257,NA,49.7781,48.4453,51.8204,61.9124,NA,16,NA,15,NA,7.2922,6.7109,6.1371,6.9812,NA,64,NA,90,NA,78,79,84,90,NA,410,NA,470,NA,462,470,483,496
"10012599","Male","White",-0.716,"center",30,24.4868,46.7891,46.2153,61.4547,66.5792,85.7702,108.3794,114.2073,126.1177,40.4203,72.972,91.3163,108.1426,116.9367,123.1045,131.3232,148.0845,154.8208,40.2694,43.7576,50.1828,53.1839,62.9227,71.609,77.8301,82.7406999999999,15,17,18,17,6.7919,7.1995,6.9417,6.7212,6.9623,NA,99,105,109,81,110,103,88,108,403,448,470,483,448,496,496,483,516
"10012625","Male","White",0.0515,"center",11,34.4793,61.977,NA,84.709,NA,NA,NA,NA,NA,53.311,77.208,NA,107.3957,NA,NA,NA,NA,NA,31.4668,NA,55.9745,NA,NA,NA,NA,NA,15,18,NA,17,NA,NA,NA,NA,NA,NA,76,NA,107,NA,NA,NA,NA,NA,403,403,NA,483,NA,NA,NA,NA,NA
"10012669","Male","White",0.7688,"non-relative",6,34.9597,61.6269,NA,78.2821,NA,81.9876,107.5991,129.2272,130.1951,62.3249,70.6529,NA,91.1372,NA,106.744,128.6512,131.8859,141.624,50.5188,NA,59.6591,NA,60.0468,67.7458,80.4143,81.8302,15,15,NA,16,NA,3.875,7.132,7.1334,8.9516,109,97,NA,94,NA,96,95,95,96,470,462,NA,470,NA,483,489,496,502
"10012690","Male","White",0.0794,NA,NA,21.527,NA,NA,NA,NA,NA,NA,NA,NA,39.2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA
"10012695","Female","Black",1.068,"center",NA,50.5428,62.1574,NA,69.2711,NA,107.6272,111.9182,118.2349,NA,91.0545,99.4728,NA,108.2828,NA,124.7563,137.7317,132.5618,NA,29.3319,NA,47.6454,NA,64.7516,69.3772,73.1256,NA,16,17,NA,16,NA,7.4209,7.8407,8.1208,NA,114,116,NA,89,NA,96,86,91,NA,476,489,NA,462,NA,483,476,489,NA
"10012776","Male","White",-1.06,"center",26,NA,36.9932,NA,62.5342,NA,70.9976,77.9219,86.1917,98.2461,49.5658,61.1176,NA,74.3185,NA,99.7634,105.0557,109.109,114.7613,20.9249,NA,22.3465,NA,26.4171,41.5446,37.0416,43.7424,NA,16,NA,15,NA,5.709,7.4734,7.3693,7.7716,NA,61,NA,76,NA,89,93,88,94,NA,403,NA,448,NA,476,489,489,502
